형태,유통사,매장명,브랜드,23SS,23FW,24SS,24FW,25SS,매장 면적
아울렛,신세계,신세계아울렛기장(직),디스커버리,1284085900,2889161500,1290172600,2298339600,1032696500,75.4
아울렛,신세계,신세계아울렛기장(직),노스페이스,1294329780,3219937940,1576488180,4458580840,1845834080,
아울렛,신세계,신세계아울렛기장(직),코오롱스포츠,1189144200,1668623600,996920000,1590105260,803800000,
아울렛,신세계,신세계아울렛기장(직),K2,699693400,1114647360,577757600,1068254160,636850540,
아울렛,신세계,신세계아울렛기장(직),컬럼비아,657580000,831390790,441394420,655056080,333388130,
아울렛,신세계,신세계아울렛기장(직),내셔널지오그래픽,1082031300,1756689340,836468600,1812351100,756792500,
아울렛,신세계,신세계아울렛기장(직),블랙야크,450631460,728017130,569272050,836000150,498591000,
아울렛,신세계,신세계아울렛기장(직),파타고니아,0,0,0,0,0,
아울렛,신세계,신세계아울렛기장(직),아이더,546126800,836696380,363340300,733446440,345247700,
아울렛,신세계,신세계아울렛기장(직),몽벨,0,0,0,0,0,
아울렛,신세계,신세계아울렛기장(직),네파,511664430,1064954330,450623420,1067681270,411440640,
아울렛,신세계,신세계아울렛기장(직),살로몬,0,0,0,1165909200,1241249800,
아울렛,신세계,신세계아울렛기장(직),머렐,0,0,0,0,0,
아울렛,신세계,신세계아울렛기장(직),노르디스크,0,0,0,1436555000,615401200,
아울렛,신세계,신세계아울렛기장(직),밀레,0,0,0,0,0,
아울렛,신세계,신세계아울렛기장(직),아크테릭스,0,0,0,1070623450,979359150,
아울렛,신세계,신세계아울렛기장(직),스노우피크,1003528300,1692515900,996323000,2362965700,1216723600,
아울렛,신세계,신세계아울렛기장(직),코닥,383699480,698871900,462000000,339000000,239653290,
아울렛,롯데,롯데아울렛율하(직),디스커버리,623337300,1164370400,597096600,931452400,457556600,32.5
아울렛,롯데,롯데아울렛율하(직),노스페이스,359464740,864586170,468384530,1011463680,481964000,
아울렛,롯데,롯데아울렛율하(직),코오롱스포츠,637220230,793417130,556448960,771941530,514321690,
아울렛,롯데,롯데아울렛율하(직),K2,333499660,531899430,350567480,726580710,468736620,
아울렛,롯데,롯데아울렛율하(직),컬럼비아,170487900,349336600,0,0,0,
아울렛,롯데,롯데아울렛율하(직),내셔널지오그래픽,642224600,1166998000,656414200,1012585400,533423500,
아울렛,롯데,롯데아울렛율하(직),블랙야크,534917300,776120100,374532560,546923940,357670040,
아울렛,롯데,롯데아울렛율하(직),파타고니아,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),아이더,375278000,546494560,406635400,552223200,267546300,
아울렛,롯데,롯데아울렛율하(직),몽벨,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),네파,433385870,636464970,394972160,619676760,313685680,
아울렛,롯데,롯데아울렛율하(직),살로몬,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),머렐,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),노르디스크,0,0,0,305454450,263611050,
아울렛,롯데,롯데아울렛율하(직),밀레,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),아크테릭스,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),스노우피크,0,0,0,0,0,
아울렛,롯데,롯데아울렛율하(직),코닥,0,0,0,52000000,158568030,
아울렛,현대,현대아울렛대전(직),디스커버리,689296500,2924551500,1400761700,2614249200,1227372400,80
아울렛,현대,현대아울렛대전(직),노스페이스,392639920,2803219030,1257687290,3533362520,1307218260,
아울렛,현대,현대아울렛대전(직),코오롱스포츠,493332220,1599448510,1129466980,1673699747,1020385620,
아울렛,현대,현대아울렛대전(직),K2,257371580,1565237420,761029980,1622402551,743091780,
아울렛,현대,현대아울렛대전(직),컬럼비아,240357320,1099681170,682859410,1189379490,729211190,
아울렛,현대,현대아울렛대전(직),내셔널지오그래픽,335372400,1788664940,991478330,1868827400,809715200,
아울렛,현대,현대아울렛대전(직),블랙야크,261041340,1168499420,884541539,1715888193,810637409,
아울렛,현대,현대아울렛대전(직),파타고니아,445462400,635662660,503339590,807481400,566523020,
아울렛,현대,현대아울렛대전(직),아이더,235363780,1272246270,606495460,1309402400,558765060,
아울렛,현대,현대아울렛대전(직),몽벨,0,0,0,0,0,
아울렛,현대,현대아울렛대전(직),네파,294872650,1242300543,802652480,1428483960,699780550,
아울렛,현대,현대아울렛대전(직),살로몬,0,0,0,0,0,
아울렛,현대,현대아울렛대전(직),머렐,0,0,0,0,0,
아울렛,현대,현대아울렛대전(직),노르디스크,0,0,0,0,0,
아울렛,현대,현대아울렛대전(직),밀레,0,0,0,0,0,
아울렛,현대,현대아울렛대전(직),아크테릭스,338035500,1074317001,937529900,1204555400,884153100,
아울렛,현대,현대아울렛대전(직),스노우피크,563828960,1863387500,1394269800,2200341300,1534824300,
아울렛,현대,현대아울렛대전(직),코닥,0,0,0,0,0,
아울렛,현대,현대아울렛송도(직),디스커버리,1380221900,2875389000,1411932600,2895325300,1212816300,72.1
아울렛,현대,현대아울렛송도(직),노스페이스,1378497560,3743250520,1757645780,4058451440,1730656140,
아울렛,현대,현대아울렛송도(직),코오롱스포츠,1479097740,2208196080,1831166600,1836334010,1261517470,
아울렛,현대,현대아울렛송도(직),K2,1017700900,2218051210,948315660,2077695680,998381280,
아울렛,현대,현대아울렛송도(직),컬럼비아,527613280,856664400,428330290,933856490,423659580,
아울렛,현대,현대아울렛송도(직),내셔널지오그래픽,1011882600,1832429720,959788398,1923687500,884779300,
아울렛,현대,현대아울렛송도(직),블랙야크,774978450,1435000280,680324400,1257010170,672956840,
아울렛,현대,현대아울렛송도(직),파타고니아,0,0,0,0,0,
아울렛,현대,현대아울렛송도(직),아이더,810445620,1645836120,728249060,1552030320,598668380,
아울렛,현대,현대아울렛송도(직),몽벨,0,0,0,0,0,
아울렛,현대,현대아울렛송도(직),네파,580857497,1425285640,511445120,1126674130,528451210,
아울렛,현대,현대아울렛송도(직),살로몬,0,0,0,0,154563800,
아울렛,현대,현대아울렛송도(직),머렐,0,0,0,0,0,
아울렛,현대,현대아울렛송도(직),노르디스크,0,0,0,0,57391450,
아울렛,현대,현대아울렛송도(직),밀레,0,0,0,0,0,
아울렛,현대,현대아울렛송도(직),아크테릭스,874122000,1131559246,1000155500,1137242000,980234900,
아울렛,현대,현대아울렛송도(직),스노우피크,939602540,1440521800,1026076100,1456954200,995165900,
아울렛,현대,현대아울렛송도(직),코닥,0,0,0,0,0,
아울렛,현대,현대아울렛스페이스원(직),디스커버리,1311344000,2844981800,1315135380,2695749600,1056577200,91.6
아울렛,현대,현대아울렛스페이스원(직),노스페이스,2041935820,5284215710,2018491190,5261866220,2091613860,
아울렛,현대,현대아울렛스페이스원(직),코오롱스포츠,988854820,1550748730,1080522260,1832652600,1153332310,
아울렛,현대,현대아울렛스페이스원(직),K2,847807700,1752783120,922206410,1888019340,1022786700,
아울렛,현대,현대아울렛스페이스원(직),컬럼비아,495782432,970674596,481056080,1154533560,591709600,
아울렛,현대,현대아울렛스페이스원(직),내셔널지오그래픽,828125500,1607288980,913921090,1847621700,737295500,
아울렛,현대,현대아울렛스페이스원(직),블랙야크,677646070,1299638090,604000110,1123735790,554509510,
아울렛,현대,현대아울렛스페이스원(직),파타고니아,1822235900,1456126400,1295979880,1613144540,1409090240,
아울렛,현대,현대아울렛스페이스원(직),아이더,572631440,1372124480,590797900,1540088940,631643300,
아울렛,현대,현대아울렛스페이스원(직),몽벨,0,0,0,0,0,
아울렛,현대,현대아울렛스페이스원(직),네파,514680760,1109601990,550522800,1410657740,531990580,
아울렛,현대,현대아울렛스페이스원(직),살로몬,0,0,0,1091783700,1448096400,
아울렛,현대,현대아울렛스페이스원(직),머렐,0,0,0,0,0,
아울렛,현대,현대아울렛스페이스원(직),노르디스크,0,0,0,0,0,
아울렛,현대,현대아울렛스페이스원(직),밀레,0,0,0,0,0,
아울렛,현대,현대아울렛스페이스원(직),아크테릭스,0,0,130262850,1081610700,1082041250,
아울렛,현대,현대아울렛스페이스원(직),스노우피크,1112110880,1883900780,1362339000,1934427000,1320497100,
아울렛,현대,현대아울렛스페이스원(직),코닥,392210230,572595750,529147220,558234040,483547950,
아울렛,롯데,롯데아울렛의왕(직),디스커버리,1018271900,2126300100,846479300,1565879300,585414800,148.9
아울렛,롯데,롯데아울렛의왕(직),노스페이스,1121848560,2461810250,1149689990,2810152190,979443450,
아울렛,롯데,롯데아울렛의왕(직),코오롱스포츠,0,0,1512710760,1355152490,1193842000,
아울렛,롯데,롯데아울렛의왕(직),K2,546205080,1160060610,518063400,1127332780,566835700,
아울렛,롯데,롯데아울렛의왕(직),컬럼비아,551297970,990455480,504825660,929528610,551379850,
아울렛,롯데,롯데아울렛의왕(직),내셔널지오그래픽,637089430,1258980930,566561700,1534169470,650389900,
아울렛,롯데,롯데아울렛의왕(직),블랙야크,501514000,1156144160,575431700,1109735840,591218000,
아울렛,롯데,롯데아울렛의왕(직),파타고니아,1098866490,781514620,633378680,780186390,587241340,
아울렛,롯데,롯데아울렛의왕(직),아이더,561405500,906831150,538599240,1028985717,659748700,
아울렛,롯데,롯데아울렛의왕(직),몽벨,0,0,0,0,0,
아울렛,롯데,롯데아울렛의왕(직),네파,447091620,777016350,269476180,944676440,347820670,
아울렛,롯데,롯데아울렛의왕(직),살로몬,0,0,0,529832700,575546400,
아울렛,롯데,롯데아울렛의왕(직),머렐,163096360,291517320,155011650,164086870,76734700,
아울렛,롯데,롯데아울렛의왕(직),노르디스크,0,0,0,360410800,771262800,
아울렛,롯데,롯데아울렛의왕(직),밀레,0,0,0,0,0,
아울렛,롯데,롯데아울렛의왕(직),아크테릭스,1007244700,1151439590,1200899900,1311033100,1274092800,
아울렛,롯데,롯데아울렛의왕(직),스노우피크,751799740,1206101910,870435000,1335964800,925073100,
아울렛,롯데,롯데아울렛의왕(직),코닥,533032660,551588740,595537620,418905700,430157090,
아울렛,신세계,신세계아울렛여주(직),디스커버리,895537470,3418123620,1412258170,2506427700,846793200,73.1
아울렛,신세계,신세계아울렛여주(직),노스페이스,1122023840,5119472830,2230766680,6027640900,2242215230,
아울렛,신세계,신세계아울렛여주(직),코오롱스포츠,270697280,1839960320,1493994070,1596110470,1108048120,
아울렛,신세계,신세계아울렛여주(직),K2,579582560,2552041790,1022949620,2358196700,936473900,
아울렛,신세계,신세계아울렛여주(직),컬럼비아,476978000,1421812620,750271350,1561003060,627442020,
아울렛,신세계,신세계아울렛여주(직),내셔널지오그래픽,0,0,600860900,1836535500,1017982700,
아울렛,신세계,신세계아울렛여주(직),블랙야크,323507800,1204308500,467525400,769150500,373673580,
아울렛,신세계,신세계아울렛여주(직),파타고니아,1041636600,1557410640,1107943160,1724803036,1255276000,
아울렛,신세계,신세계아울렛여주(직),아이더,528224680,1766504340,798846500,1542155330,533105580,
아울렛,신세계,신세계아울렛여주(직),몽벨,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),네파,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),살로몬,0,0,0,1131987100,1492168700,
아울렛,신세계,신세계아울렛여주(직),머렐,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),노르디스크,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),밀레,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),아크테릭스,0,0,0,0,0,
아울렛,신세계,신세계아울렛여주(직),스노우피크,0,0,719591100,2203072400,1469689700,
아울렛,신세계,신세계아울렛여주(직),코닥,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),디스커버리,0,0,774974900,1191120300,749898970,63.1
아울렛,롯데,롯데아울렛남악(직),노스페이스,0,0,1031555100,1569120940,865555350,
아울렛,롯데,롯데아울렛남악(직),코오롱스포츠,0,0,1062177360,1046122750,699256690,
아울렛,롯데,롯데아울렛남악(직),K2,0,0,566543600,925228060,616725000,
아울렛,롯데,롯데아울렛남악(직),컬럼비아,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),내셔널지오그래픽,0,0,261569900,561160900,343352100,
아울렛,롯데,롯데아울렛남악(직),블랙야크,0,0,467416000,613403000,457627130,
아울렛,롯데,롯데아울렛남악(직),파타고니아,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),아이더,0,0,346990320,481997020,282142660,
아울렛,롯데,롯데아울렛남악(직),몽벨,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),네파,0,0,418903770,470265560,346820240,
아울렛,롯데,롯데아울렛남악(직),살로몬,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),머렐,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),노르디스크,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),밀레,0,0,220864530,270447140,165973810,
아울렛,롯데,롯데아울렛남악(직),아크테릭스,0,0,0,0,0,
아울렛,롯데,롯데아울렛남악(직),스노우피크,0,0,398363900,404957499,470270430,
아울렛,롯데,롯데아울렛남악(직),코닥,0,0,280464000,287675600,241530000,
아울렛,현대,커넥트현대부산(직),디스커버리,0,0,0,364742290,183087800,44.7
아울렛,현대,커넥트현대부산(직),노스페이스,0,0,0,685023690,205875540,
아울렛,현대,커넥트현대부산(직),코오롱스포츠,0,0,0,275005250,217709260,
아울렛,현대,커넥트현대부산(직),K2,0,0,0,303262900,228625160,
아울렛,현대,커넥트현대부산(직),컬럼비아,0,0,0,214428190,108406200,
아울렛,현대,커넥트현대부산(직),내셔널지오그래픽,0,0,0,303219700,118254280,
아울렛,현대,커넥트현대부산(직),블랙야크,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),파타고니아,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),아이더,0,0,0,195408700,65995080,
아울렛,현대,커넥트현대부산(직),몽벨,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),네파,0,0,0,192132598,114633416,
아울렛,현대,커넥트현대부산(직),살로몬,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),머렐,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),노르디스크,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),밀레,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),아크테릭스,0,0,0,0,0,
아울렛,현대,커넥트현대부산(직),스노우피크,0,0,0,268304100,130490700,
아울렛,현대,커넥트현대부산(직),코닥,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),디스커버리,0,0,0,463939300,223177000,84.1
아울렛,롯데,롯데아울렛은평(직),노스페이스,0,0,0,1083425800,445907500,
아울렛,롯데,롯데아울렛은평(직),코오롱스포츠,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),K2,0,0,0,497110000,307410000,
아울렛,롯데,롯데아울렛은평(직),컬럼비아,0,0,0,360062710,181731760,
아울렛,롯데,롯데아울렛은평(직),내셔널지오그래픽,0,0,0,264033290,151039500,
아울렛,롯데,롯데아울렛은평(직),블랙야크,0,0,0,351751200,221340900,
아울렛,롯데,롯데아울렛은평(직),파타고니아,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),아이더,0,0,0,238094000,241713450,
아울렛,롯데,롯데아울렛은평(직),몽벨,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),네파,0,0,0,237960300,145180000,
아울렛,롯데,롯데아울렛은평(직),살로몬,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),머렐,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),노르디스크,0,0,0,255191000,234741500,
아울렛,롯데,롯데아울렛은평(직),밀레,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),아크테릭스,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),스노우피크,0,0,0,0,0,
아울렛,롯데,롯데아울렛은평(직),코닥,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),디스커버리,0,0,0,0,100793000,61.9
아울렛,현대,커넥트현대청주(직),노스페이스,0,0,0,0,152240290,
아울렛,현대,커넥트현대청주(직),코오롱스포츠,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),K2,0,0,0,0,100334360,
아울렛,현대,커넥트현대청주(직),컬럼비아,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),내셔널지오그래픽,0,0,0,0,172136700,
아울렛,현대,커넥트현대청주(직),블랙야크,0,0,0,0,59647950,
아울렛,현대,커넥트현대청주(직),파타고니아,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),아이더,0,0,0,0,48321440,
아울렛,현대,커넥트현대청주(직),몽벨,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),네파,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),살로몬,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),머렐,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),노르디스크,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),밀레,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),아크테릭스,0,0,0,0,0,
아울렛,현대,커넥트현대청주(직),스노우피크,0,0,0,0,110906400,
아울렛,현대,커넥트현대청주(직),코닥,0,0,0,0,182926170,
